name,prompt,negative_prompt
Style: Otto Dix,"Otto Dix style {prompt} . New Objectivity, war, grotesque, social critique, ""Impressionism",peace
Style: Barnett Newman,"Barnett Newman style {prompt} . Abstract expressionism, zip, large-scale, color field, ""Pop art",pattern
Style: Sophie Calle,"Sophie Calle style {prompt} . Conceptual, photography, text, personal, ""Abstract",painting
Style: KAWS,"KAWS style {prompt} . Pop art, vinyl toy, X eyes, cartoonish, ""Conceptual",bronze statue
Style: Francis Picabia,"Francis Picabia style {prompt} . Dada, machine, painting, provocative, ""Impressionism",nature
Style: H.R. Giger,"H.R. Giger style {prompt} . Surrealist, biomechanical, airbrush, dark, ""Impressionist",human
Style: Jean Arp,"Jean Arp style {prompt} . Dada, abstract, biomorphic, sculpture, ""Realism",figurative
Style: Fernand Léger,"Fernand Léger style {prompt} . Cubist, mechanical, mural, bold colors, ""Surrealist",organic
Style: Barbara Kruger,"Barbara Kruger style {prompt} . Conceptual, text, black and white, feminist, ""Impressionist",image
Style: Piero della Francesca,"Piero della Francesca style {prompt} . Renaissance, fresco, mathematical, religious, ""Contemporary",installation
Style: Richard Hamilton,"Richard Hamilton style {prompt} . Pop Art, collage, consumer culture, mixed media, ""Impressionism",oil painting
Style: Grayson Perry,"Grayson Perry style {prompt} . Contemporary, ceramics, tapestry, narrative, ""Old Masters",oil painting
Style: Faith Ringgold,"Faith Ringgold style {prompt} . Contemporary, quilt, narrative, feminist, ""Abstract",sculpture
Style: Banksy,"Banksy style {prompt} . Street Art, stencil, satirical, black and white, ""Studio Art",oil painting
Style: Olafur Eliasson,"Olafur Eliasson style {prompt} . Installation, light, environment, perceptual, ""Painting",dark
Style: Kiki Smith,"Kiki Smith style {prompt} . Feminist, body, sculpture, mythological, ""Patriarchal",landscape
Style: Chris Ofili,"Chris Ofili style {prompt} . YBA, mixed-media, elephant dung, decorative, ""Minimalism",single-media
Style: Ellsworth Kelly,"Ellsworth Kelly style {prompt} . Hard-edge painting, color field, minimalist, geometric, ""Impressionism",detailed
Style: Christo and Jeanne-Claude,"Christo and Jeanne-Claude style {prompt} . Installation, environmental, fabric, temporal, ""Still Life",indoor
Style: Wayne Thiebaud,"Wayne Thiebaud style {prompt} . Pop Art, still life, pastel, thick paint, ""Cubism",dynamic scenes
Style: 安东尼葛姆雷,"Antony Gormley style {prompt} . Sculpture, human form, rusted metal, public art, ""Painting",abstract
Style: Maurice Sendak,"Maurice Sendak style {prompt} . Children's illustration, fantasy, detailed, narrative, ""Abstract",adult
>>>>>> 高级GTP_摄影,,
肖像摄影: 超凡魅力,"{prompt} with charisma. 50mm lens, f/2.8, focused on eyes, natural lighting","overexposed, underexposed, blurry, distorted, overprocessed"
肖像摄影: 电影的,"cinematic portrait of {prompt}. 85mm lens, f/1.8, dramatic side lighting, moody atmosphere","overblown highlights, noisy, grainy, oversaturated, wide-angle distortion"
肖像摄影: 环境,"environmental portrait of {prompt}. 35mm lens, f/4, wider context, natural surroundings","cluttered background, poor lighting, overexposed, underexposed, unsharp"
新闻摄影: 新闻报道,"gripping reportage of {prompt}. Wide-angle lens, f/8, focus on action, capture the moment","blurred action, low light noise, unsteady shot, out of focus, distorted perspective"
新闻摄影: 抢拍,"candid shot of {prompt}. 50mm lens, f/2.8, spontaneous, unposed","poor lighting, motion blur, out of focus, distracting background, overprocessed"
新闻摄影: 纪录片,"documentary style of {prompt}. 35mm lens, f/5.6, truthful representation, neutral perspective","overexposed, underexposed, oversaturated, motion blur, unsteady shot"
时尚摄影: 高档女子时装,"haute couture display of {prompt}. 85mm lens, f/2.2, vibrant colors, dramatic lighting","flat lighting, out of focus, distracting background, overprocessed, oversaturated"
时尚摄影: 社论,"editorial fashion shot of {prompt}. 50mm lens, f/2.5, storytelling, focused on outfit","unflattering pose, poor lighting, blurry, distracting elements, overexposed"
时尚摄影: 产品样本,"catalog shot of {prompt}. 70mm lens, f/5.6, neutral background, clear focus on attire","poor lighting, unflattering angles, distorted perspective, underexposed, oversaturated"
体育摄影: 充满令人兴奋的活动的,"action-packed shot of {prompt}. 200mm lens, f/2.8, high shutter speed, capture the peak moment","motion blur, underexposed, out of focus, distracting background, unsteady shot"
体育摄影: 情感,"emotional moment in {prompt}. 135mm lens, f/4, capture expressions, ambient lighting","poor focus, high ISO noise, unsteady shot, underexposed, distorted colors"
体育摄影: 叙事,"narrative image of {prompt}. 50mm lens, f/3.5, storytelling, context setting","unfocused, poor lighting, cluttered composition, overexposed, distorted perspective"
静物摄影: 极简,"minimalistic composition of {prompt}. 50mm lens, f/5.6, simplistic design, neutral colors","cluttered, oversaturated, unbalanced composition, poor lighting, overexposed"
静物摄影: 戏剧性,"dramatic still life of {prompt}. 85mm lens, f/2.2, dramatic lighting, intense colors","flat lighting, blurry, underexposed, distracting elements, oversaturated"
静物摄影: 乡村,"rustic presentation of {prompt}. 35mm lens, f/4, natural elements, warm tones","poor focus, overexposed, cluttered, cold colors, unbalanced composition"
摄影编辑: 侦查,"investigative shot of {prompt}. 24mm lens, f/4, informative, intriguing","blurry, underexposed, distorted perspective, high ISO noise, distracting elements"
摄影编辑: 生活方式,"lifestyle capture of {prompt}. 50mm lens, f/2.8, candid, vibrant colors","poor lighting, overprocessed, distracting background, motion blur, unsteady shot"
摄影编辑: 意见看法,"opinion image of {prompt}. 35mm lens, f/5.6, emotive, storytelling","poor focus, underexposed, cluttered composition, overexposed highlights, distorted colors"
建筑摄影: 历史,"historical capture of {prompt}. 24mm lens, f/8, capture architectural details, natural lighting","distorted perspective, underexposed, overprocessed, unsharp, oversaturated"
建筑摄影: 现代主义,"modernist view of {prompt}. 18mm lens, f/4, minimalistic, strong lines","barrel distortion, overexposed, blurry, poor composition, flat colors"
建筑摄影: 超现实,"surreal perspective of {prompt}. Fisheye lens, f/2.8, abstract interpretation, vibrant colors","unfocused, poor lighting, underexposed, overprocessed, distracting elements"
>>>>>> GPT绘画风格,,
Style: 未来派,"futuristic interpretation of {prompt} . sleek, high-tech, metallic, smooth surfaces, neon, sharp edges, crystal clear, professional, ultra detailed,ugly",deformed
Style: 抽象表现主义,"Abstract Expressionist style of {prompt} . bold colors, vigorous brushwork, non-representational, spontaneous, expressive, emotional,boring",monotone
Style: 点彩画法,"pointillist technique on {prompt} . tiny dots of color, optical blend, detailed, vibrant, rich,solid",monochromatic
Style: 立体主义,"cubist interpretation of {prompt} . geometric forms, multi-perspective, abstract, fragmented, complex,rounded",realistic
Style: 哥特风格,"gothic style {prompt} . dark, mysterious, medieval, ornate, intricate, detailed, haunting,bright",modern
Style: 印象主义,"impressionist take on {prompt} . loose brushwork, light color, emphasis on light and movement, emotive, painterly,tight",photographic
Style: 木炭画,"charcoal sketch of {prompt} . dark, grainy, high contrast, loose, dramatic,light",smooth
Style: 拼贴艺术,"collage of {prompt} . mixed media, eclectic, detailed, layered, creative,uniform",minimalistic
Style: 涂鸦,"graffiti style {prompt} . street art, bold, colorful, vibrant, dynamic, urban, rebellious, intricate,refined",subtle
Style: 视觉陷阱,"trompe l'oeil of {prompt} . hyperrealistic, 3d illusion, detailed, deceptive, intricate,abstract",flat
Style: 超级写实主义,"hyperrealistic {prompt} . photorealistic, extreme detail, lifelike, crisp, precise,blurry",abstract
Style: 书法艺术,"calligraphy style {prompt} . elegant, flowing, precise, detailed, intricate, hand-drawn,bold",blocky
Style: 巴洛克风格,"baroque rendition of {prompt} . opulent, grand, ornate, dramatic, detailed, decorative,minimalist",modern
Style: 欧普艺术,"op art style {prompt} . optical illusion, geometric, vibrant, dynamic, detailed, bold,soft",organic
Style: 迷幻,"psychedelic version of {prompt} . vibrant color, distorted visuals, swirling patterns, trippy, detailed, intricate,neutral",realistic
Style: 版画,"scratchboard technique on {prompt} . contrast, engraved, black and white, detailed, dramatic,colorful",soft
Style: 植物学插画,"botanical illustration of {prompt} . detailed, accurate, precise, delicate, naturalistic,abstract",loose
Style: 平版印刷,"lithograph of {prompt} . printmaking, smooth, detailed, bold, graphic,rough",textured
Style: 木版,"woodcut style {prompt} . carved, bold lines, high contrast, rustic, handmade,smooth",soft
Style: 模具艺术,"stencil art of {prompt} . sharp edges, bold, graphic, street art style, vibrant,soft",loose
Style: 影像描摹,"rotoscoped {prompt} . traced, animation style, smooth, realistic, detailed,abstract",symbolic
Style: 玻璃画颜料,"glass painting of {prompt} . translucent, vibrant, decorative, intricate, glossy,matte",dull
Style: 装饰派艺术,"art deco interpretation of {prompt} . geometric, bold, symmetrical, ornate, detailed, decorative,soft",organic
Style: 硬边艺术,"hard edge painting of {prompt} . geometric, sharp edges, flat color, modern, bold,soft",organic
Style: 干笔刷,"drybrush technique on {prompt} . rough texture, loose brushwork, subtle detail, expressive, painterly,smooth",precise
Style: 外光派画法,"plein air painting of {prompt} . outdoor, natural light, vibrant, loose, expressive,studio",artificial
Style: 人体彩绘,"body painting of {prompt} . human canvas, vibrant, detailed, transformative, expressive,traditional canvas",subtle
Style: 喷漆,"spray paint art of {prompt} . street style, vibrant, spontaneous, bold, rough,refined",soft
Style: 灰色画,"grisaille painting of {prompt} . monochromatic, detailed, realistic, refined, tonal,colorful",abstract
Style: 点彩画,"stippled technique on {prompt} . dotted, texture, detailed, graphic, intricate,smooth",solid
Style: 淡雅的色彩,"pastel drawing of {prompt} . soft, colorful, delicate, expressive, textured,sharp",bold
Style: 蜡画,"encaustic painting of {prompt} . wax, textured, layered, luminous, rich,flat",smooth
Style: 编结艺术,"macrame style {prompt} . knotted, textile, intricate, handmade, decorative,smooth",flat
Style: 涂鸦模版,"graffiti stencil art of {prompt} . urban, bold, vibrant, street style, graphic,elegant",refined
Style: 泼洒画,"action painting of {prompt} . spontaneous, energetic, abstract, expressive, bold,precise",slow
Style: 民间艺术,"folk art depiction of {prompt} . traditional, handmade, decorative, vibrant, detailed,modern",digital
Style: 故障艺术,"glitch art of {prompt} . distorted, digital, vibrant, abstract, modern,refined",traditional
Style: 明暗对比,"chiaroscuro technique on {prompt} . high contrast, dramatic, realistic, refined, tonal,flat",dull
Style: 水粉画,"gouache painting of {prompt} . vibrant, opaque, smooth, rich, detailed,transparent",loose
>>>>>> GPT Instagram风格,,
Style: 高级时装,"high fashion photo of {prompt}. Designer clothes, dramatic poses, avant-garde","casual, candid, natural, mainstream fashion"
Style: 休闲时尚,"{prompt} in a casual chic outfit. Comfortable, stylish, modern, accessible","formal, high fashion, flamboyant, extravagant"
Style: 街头服饰,"{prompt} rocking the streetwear trend. Urban, hip-hop influence, sneakers, caps, oversized","preppy, conservative, formal, traditional"
Style: 体育运动,"athletic shot of {prompt}. Sportswear, action, energy, strength","leisure, inactive, weak, non-sporty"
Style: 经典,"{prompt} in a vintage ensemble. Retro, nostalgia, classic styles, second-hand","modern, futuristic, minimalist, new"
Style: 放荡不羁,"{prompt} in boho fashion. Free-spirited, layered, patterns, ethnic-inspired, fringe","minimalist, structured, monochromatic, sleek"
Style: 预科生,"{prompt} dressed in preppy style. Collegiate, clean-cut, conservative, layered","gothic, punk, casual, relaxed"
Style: 朋克,"{prompt} with a punk look. Rebellious, grungy, band tees, ripped denim","preppy, classic, conservative, formal"
Style: 垃圾摇滚,"{prompt} sporting a grunge look. '90s influence, flannel, band tees, distressed","preppy, glamorous, feminine, tailored"
Style: 迷人,"{prompt} looking glamorous. Luxury, sequins, fur, red carpet ready","casual, relaxed, sporty, minimalist"
Style: 摇滚青年,"{prompt} rocking the rock style. Leather, band tees, edgy, black","preppy, pastel, boho, cute"
Style: 潮人,"{prompt} in a hipster outfit. Eclectic, indie, non-mainstream, vintage","mainstream, sporty, glamorous, preppy"
Style: 道德,"{prompt} wearing ethical fashion. Sustainable, fair trade, organic materials, eco-friendly","fast fashion, synthetic, mass-produced, cheap"
Style: 商务休闲装,"{prompt} dressed in business casual. Semi-formal, tailored, smart, professional","sporty, casual, grunge, punk"
Style: 沙滩服装,"{prompt} in beachwear. Bikinis, cover-ups, sandals, straw hats, light fabrics","winter wear, formal, business, structured"
Style: 运动服,"{prompt} in stylish activewear. Sporty, comfortable, functional, athleisure","evening wear, formal, preppy, boho"
Style: 国家,"{prompt} sporting country style. Western, cowboy boots, plaid, denim","gothic, punk, high fashion, glamorous"
Style: 军事,"{prompt} wearing military-inspired fashion. Camouflage, khaki, structured, badges","boho, glamorous, preppy, beachwear"
Style: 卡哇咿,"{prompt} in Kawaii style. Cute, pastel, girly, anime-inspired, frilly","gothic, punk, grunge, minimalist"
Style: 洛丽塔,"{prompt} in a Lolita ensemble. Victorian-inspired, frilly, bows, lace, layered","minimalist, sporty, casual, business"
Style: 正式场合,"{prompt} dressed in formal wear. Black tie, tuxedo, evening gown, polished","casual, sporty, grunge, beachwear"
Style: 假小子,"{prompt} rocking a tomboy look. Androgynous, loose, sneakers, caps","glamorous, feminine, boho, preppy"
Style: 无趣穿衣潮流,"{prompt} dressed in normcore. Unpretentious, casual, basics, comfortable","high fashion, glamorous, punk, gothic"
Style: 艺术家,"{prompt} in an artistic outfit. Creative, unique, expressive, handmade","preppy, conservative, business, traditional"
Style: 无性别,"{prompt} in genderless fashion. Androgynous, neutral, modern, unisex","feminine, masculine, glam, preppy"
Style: 单色,"{prompt} in a monochromatic look. Single color, sleek, modern, minimalist","colorful, vibrant, patterned, boho"
Style: 摩登派,"{prompt} dressed in Mod style. '60s influence, A-line, geometric patterns, bold","boho, grunge, minimalist, normcore"
Style: 原宿,"{prompt} in Harajuku style. Japanese street fashion, eclectic, colorful, anime","conservative, preppy, minimalist, business"
Style: 赛博朋克,"{prompt} in a cyberpunk outfit. Futuristic, dystopian, metallic, neon","vintage, retro, classic, boho"
Style: 纵情欢乐,"{prompt} in rave wear. Bright colors, neon, sequins, fur","business casual, preppy, conservative, minimalist"
Style: 嬉皮士,"{prompt} in hippy style. '70s influence, tie-dye, bell-bottoms, fringe","preppy, conservative, formal, modern"
Style: 滑冰运动员,"{prompt} rocking skater style. Casual, sneakers, baggy, sporty, laid-back","formal, glamorous, high fashion, preppy"
Style: 名人海报,"{prompt} in a pin-up style. Retro, '50s influence, feminine, curves","gothic, grunge, sporty, tomboy"
Style: 航海,"{prompt} in a nautical outfit. Sailor-inspired, stripes, navy, white, red","gothic, punk, grunge, boho"
Style: 幻想未来,"{prompt} in futuristic fashion. Metallic, geometric, avant-garde, high-tech","vintage, classic, traditional, retro"
Style: 古怪的,"{prompt} in an eccentric ensemble. Unique, quirky, stand-out, individualistic","traditional, classic, conservative, minimalist"
Style: 特制的,"{prompt} in a tailored suit. Formal, professional, sleek, well-fitted","casual, relaxed, oversized, loose"
Style: 环保,"{prompt} in sustainable fashion. Eco-friendly, organic, recycled materials, fair trade","fast fashion, synthetic, cheap, disposable"
Style: 传统,"{prompt} in a traditional outfit. Ethnic, regional, cultural, heritage","modern, futuristic, western, mainstream"
Style: 快照,"{prompt} captured in a candid moment. Unposed, natural, spontaneous, real-life situation","posed, artificial, studio shot, planned"
Style: 肖像,"portrait shot of {prompt}. Close-up, eyes on camera, clear, sharp","wide shot, landscape, blurred, candid"
Style: 生活方式,"lifestyle photo of {prompt}. Everyday activities, real-life situations, relatable","fantasy, staged, surreal, unrealistic"
Style: 社论,"editorial shot of {prompt}. Fashion-forward, styled, professional, magazine-ready","casual, candid, unstyled, amateur"
Style: 魅力,"glamour shot of {prompt}. Beauty focused, make-up, lighting, seductive","natural, minimal, candid, unglamorous"
Style: 健身,"fitness photo of {prompt}. Athletic, workout gear, active, strong","laid back, casual, non-athletic, inactive"
Style: 闺房,"boudoir shot of {prompt}. Intimate, sensual, classy, tasteful","public, conservative, modest, non-intimate"
Style: 轮廓,"silhouette photo of {prompt}. Dramatic, backlighting, mysterious, creative","frontlit, clear, detailed, revealing"
Style: 怀孕,"maternity shot of {prompt}. Pregnancy, baby bump, motherhood, glowing","non-pregnant, childless, pre-pregnancy, post-pregnancy"
Style: 黑白,"black and white photo of {prompt}. Monochrome, timeless, artistic, dramatic","color, vibrant, modern, digital"
Style: 美人海报,"pin-up style photo of {prompt}. Retro, feminine, seductive, fun","modern, conservative, modest, non-vintage"
Style: 头部,"headshot of {prompt}. Professional, clear, neutral background, focused","full body, casual, distracting background, unfocused"
Style: 全身,"full body shot of {prompt}. Whole outfit, clear, sharp, balanced","close up, cropped, blurry, unbalanced"
Style: 商务,"business photo of {prompt}. Professional attire, workplace setting, confident","casual, relaxed, non-work, insecure"
Style: 沙滩,"beach photo of {prompt}. Swimwear, sand, ocean, relaxed","urban, winter, formal, stressed"
Style: 女内衣,"lingerie shot of {prompt}. Intimate apparel, sensual, feminine, seductive","outerwear, modest, masculine, non-sensual"
Style: 特写,"close-up photo of {prompt}. Detailed, intimate, clear, personal","wide shot, distant, blurry, impersonal"
Style: 大自然,"nature shot with {prompt}. Outdoors, greenery, natural light, fresh","indoor, city, artificial light, stale"
Style: 工作室,"studio shot of {prompt}. Controlled lighting, plain background, clear","outdoor, natural light, busy background, unclear"
Style: 街头,"street shot of {prompt}. Urban, casual, candid, trendy","rural, formal, posed, traditional"
Style: 舞蹈,"dance photo of {prompt}. Movement, grace, energy, rhythm","static, clumsy, lethargic, off-beat"
Style: 复古优雅,"vintage style photo of {prompt}. Retro, nostalgic, old-fashioned, timeless","modern, futuristic, trendy, transient"
Style: 暗光,"low light photo of {prompt}. Ambient, moody, dramatic, shadowy","bright, cheerful, flat, clear"
Style: 水下,"underwater photo of {prompt}. Aquatic, serene, dreamlike, floaty","land, hectic, realistic, heavy"
Style: 行动,"action shot of {prompt}. Movement, energy, dynamic, intense","still, calm, static, gentle"
Style: 时尚,"fashion shot of {prompt}. Trendy outfit, styled, runway-ready, chic","plain, unstyled, out of style, ordinary"
Style: Aerial,"aerial shot of {prompt}. Birds-eye view, grand, adventurous, stunning","ground level, confined, cautious, underwhelming"
Style: 音乐,"music-related shot of {prompt}. Playing an instrument, singing, energetic, passionate","quiet, uninterested, uninvolved, lackluster"
Style: 美术,"fine art photo of {prompt}. Conceptual, creative, artistic, aesthetic","commercial, literal, uncreative, unaesthetic"
Style: 城市风光,"cityscape shot with {prompt}. Urban, skyline, architectural, dynamic","rural, landscape, natural, static"
Style: 景观,"landscape shot with {prompt}. Scenic, outdoors, grand, beautiful","indoor, close-up, confined, unattractive"
Style: Macro,"macro shot of {prompt}. Extremely close-up, detailed, intricate, revealing","wide shot, undetailed, simple, concealing"
Style: 黄金时间,"golden hour shot of {prompt}. Warm light, sunset/sunrise, magical, serene","midday, harsh light, mundane, agitated"
Style: 蓝色时光,"blue hour shot of {prompt}. Cool light, twilight, peaceful, moody","midday, harsh light, chaotic, flat"
Style: 夜晚,"night shot of {prompt}. Dark, lit, moody, mysterious","daytime, bright, cheerful, clear"
Style: 映像,"reflection shot of {prompt}. Mirror image, symmetry, creative, thoughtful","direct, asymmetrical, uncreative, thoughtless"
Style: 背光,"backlit photo of {prompt}. Silhouette, dramatic, artistic, shadowy","frontlit, flat, unartistic, clear"
Style: Overhead,"overhead shot of {prompt}. Top-down view, unique perspective, revealing","low angle, ordinary perspective, concealing"
配合_完美质量,"[Exceptional resolution, Abundant detail, Outstanding sharpness, Crisp clarity, Natural color reproduction, High resolution, Superior quality, High quality, Best quality:0.05]","[Low resolution, Low detail, Poor sharpness, Blurry, Unnatural colors, Subpar quality, Inferior quality, Poor quality, Low quality, Bad quality, Pixelated:0.2]"
配合_真实皮肤,"[Skin tints and hues, Skin texture variations, Natural skin texture nuances, Gentle skin irregularities, Skin pore patterns, Skin freckles, Skin moles, Skin beauty spots, Skin dimples, Skin blemishes, Skin birthmarks, Skin wrinkles, Skin scars, Vellus hairs, Subtle sporadic pimples, Faint hyperpigmentation, Subtle skin veins:0.1]","[Artificial or synthetic skin appearance, Artificial hair on skin, Fake hair follicles on skin, Artificial skin sheen, Porcelain smooth skin, Smooth doll-like skin, Harsh or exaggerated skin texture, Overwhelming or dominating skin blemishes, Extremely pronounced skin wrinkles, Excessive skin freckles, Pronounced skin moles, Exaggerated skin spots, Heavy or overemphasized skin flaws, Intense or exaggerated skin damage, Amplified or overly dramatic skin scarring, Red skin scars, Bright red skin blemishes, Distorted or overly uniform skin pigmentation, Homogeneous skin coloration, Flat or lifeless skin texture, Unnatural or forced skin imperfections, Unnatural skin glow, Skin exaggerated sheen, Skin extreme pallor, Skin over-saturation, Skin artificial tinge, Skin unnatural hues, Excessive skin dryness or skin oiliness, Overly rough skin texture, Zombie-like skin appearance, Pockmarked skin, Patchy skin tone, Skin over-smoothness, CGI skin look, Patchy skin coloration, Discontinuous skin tones, Inconsistent skin hue, Skin color anomalies, Mismatched skin shades, Incoherent skin color blending, Abrupt skin color transitions, Uneven skin pigmentation, Disruptive skin coloring, Over-pronounced varicose veins, Excessive facial acne or moles:0.1]"
配合_真实照片质量,"[RAW photo, film-grain quality, Lifelike color balance, authentic color fidelity, True shadow and highlight representation, realistic depth of field, authentic depth portrayal, realistic perspective representation, accurate light and dark areas, precise shadow depth, genuine background blur:0.05]","[Unrealistic image, non-realistic details, artificial compositions, flat tonal range, lifeless tonal spectrum, exaggerated colors, over or under-exposed sections, inconsistent exposure levels, non-realistic shadows, two-dimensional feel, absence of depth, stylized textures, improper lighting, unnatural scene setup, disingenuous image depiction:0.05]"
配合_直拍偷拍,"[Spontaneous, Natural posture or Relaxed demeanor, Unscripted expressions, Authentic environment, True-to-life interactions, Ambient lighting, Subtle movement or Glimpse of daily life:0.08]","[Posed or Staged, Studio lighting, Artificial background, Overly polished or Edited emotions, Forced perspective, Inorganic elements or Sterile environment:0.08]"
配合_良好身体结构,"[Balanced body proportions, Accurate muscle placement, Cohesive body structure, Well-defined limbs, Symmetrical body features, Natural posture, Correct joint positioning, Fluid movement depiction:2]","[Disjointed limbs, Misaligned joints, Distorted proportions, Inaccurate muscle definition, Unnatural posture, Overextended limbs, Imbalanced torso, Exaggerated or undersized body parts, Misplaced features, Awkward body angles, Disproportionate head-to-body ratio:2]"
配合_好看的脸,"[Good looking face, Natural beauty, Balanced facial features, Symmetrical face, Harmonious facial proportions, Clear facial complexion, Well-defined facial contours, Striking facial features:2]","[Disproportionate facial structure, Ugly face, Weird face, Deformed face, Unappealing face, Misaligned facial features, Asymmetrical eyes, Puffy eyes, Overly pronounced facial features, Uneven facial complexion, Dull facial complexion, Irregular face shape:2]"
配合_活泼的眼睛,"[Expressive eyes, Visible eye whites, Well-defined eyelashes, Authentic eye light reflection:5]","[Dead eyes, Blurry eyes details, Artificial eye light reflection:5]"
配合_无水印,,"[Any text, Logos, Watermarks, Annotations, Signages, Emojis, Brand insignia, Visible labels, Copyright marks, Typography, Printed text patterns, Lettering, Symbols with text, Any identifiable branding:1]"
配合_无涩图,Fully clothed,"NSFW, nude or naked or topless"

